op_code,work_center,description,est_hours,section,notes,job_no
.180,BUILD,"Skirt; bring in plate, square, trim and clean",0.0,Supports,,002-25
.185,BUILD,Roll skirt shells,0.0,Supports,,002-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",1.0,Misc. Parts,,002-25
.205,PRE FAB,Roll rim angle,3.0,Misc. Parts,,002-25
.210,PRE FAB,Roll insulation rings,0.0,Misc. Parts,,002-25
.215,PRE FAB,Burn and clean baffles (CHECK BEFORE BURNING),0.0,Misc. Parts,,002-25
.220,PRE FAB,Form baffles,0.0,Misc. Parts,,002-25
.225,PRE FAB,Cut and make baffle supports,0.0,Misc. Parts,,002-25
.230,PRE FAB,Build baffles and weld,0.0,Misc. Parts,,002-25
.235,PRE FAB,Build top and bottom stiffeners,0.0,Misc. Parts,,002-25
.240,PRE FAB,Roll/Burn vacuum rings (CHECK BEFORE BURNING),0.0,Misc. Parts,,002-25
.245,PRE FAB,Cut parts for mixer bridge,0.0,Misc. Parts,,002-25
.250,PRE FAB,Roll pipe - internal coil,0.0,Misc. Parts,,002-25
.252,PRE FAB,Fabricate miscellaneous parts,0.0,Misc. Parts,,002-25
.255,PRE FAB,Drill / punch holes,0.0,Misc. Parts,,002-25
.257,PRE FAB,Build Flange,0.0,Misc. Parts,,002-25
.260,PRE FAB,Sandblast parts / plates,0.0,Misc. Parts,,002-25
.261,PRE FAB,"Miscellaneous Fabrication - Braces, Mounting Plates, Cone Outlet Necks",0.0,Misc. Parts,,002-25
.262,PRE FAB,"Cut / make parts for ladder (rungs, rails, etc.)",0.0,"Ladders, Handrails and Platforms",,002-25
.265,PRE FAB,Form and roll ladder hoops,0.0,"Ladders, Handrails and Platforms",,002-25
.270,PRE FAB,Build ladder; weld out,0.0,"Ladders, Handrails and Platforms",,002-25
.272,PRE FAB,Cut / make parts for handrail,0.0,"Ladders, Handrails and Platforms",,002-25
.275,PRE FAB,Roll handrail pipe,0.0,"Ladders, Handrails and Platforms",,002-25
.280,PRE FAB,Roll handrail toe plate,0.0,"Ladders, Handrails and Platforms",,002-25
.282,PRE FAB,Build handrail; weld out,0.0,"Ladders, Handrails and Platforms",,002-25
.285,PRE FAB,Cut / make parts for platform,0.0,"Ladders, Handrails and Platforms",,002-25
.290,PRE FAB,Burn grating for platforms; clean and band,0.0,"Ladders, Handrails and Platforms",,002-25
.292,PRE FAB,Build platform; weld out,0.0,"Ladders, Handrails and Platforms",,002-25
.295,PRE FAB,Mount handrail on platform,0.0,"Ladders, Handrails and Platforms",,002-25
.QC2,INSPECTION,QC Inspection - Components prior to shipment to subcontractor,0.0,"Ladders, Handrails and Platforms",,002-25
.300,BUILD,Wrap top and bottom heads,0.0,Shells,,002-25
.QC3,INSPECTION,UT Shells,0.0,Shells,,002-25
.305,BUILD,"Shells; bring in plate, square, trim and clean",1.0,Shells,,002-25
.310,BUILD,Bevel shell plates,0.0,Shells,,002-25
.315,BUILD,"Roll shells, tack and weld inside seams",3.0,Shells,WELD OUTSIDE LONG SEAM WITH COBOT,002-25
.320,BUILD,Set up and weld sides - rectangular tank,0.0,Shells,,002-25
.325,BUILD,Install body flange on shell,0.0,Shells,,002-25
.326,WELD,Weld body flange on shell,0.0,Shells,,002-25
.350,BUILD,Build top head / cone,0.0,Top Head,,002-25
.QC4,INSPECTION,QC Inspection - Top,0.0,Top Head,,002-25
.355,DETAIL,"Lay out top head, burn and clean holes",0.0,Top Head,,002-25
.360,BUILD,Bevel top head,0.0,Top Head,,002-25
.365,DETAIL,Set  nozzles in top head,0.0,Top Head,,002-25
.366,WELD,Weld nozzles in top head,0.0,Top Head,,002-25
.370,WELD,Install and weld out repads - top head,0.0,Top Head,,002-25
.375,DETAIL,Install top stiffeners,0.0,Top Head,,002-25
.380,DETAIL,Build mixer bridge,0.0,Top Head,,002-25
.382,BUILD,Install body flange on top head,0.0,Top Head,,002-25
.383,WELD,Weld body flange on top head,0.0,Top Head,,002-25
.385,WELD,Dye pen top head,0.0,Top Head,,002-25
.390,WELD,Grind inside welds smooth - top head,0.0,Top Head,,002-25
.395,WELD,Polish inside weld seams - top head,0.0,Top Head,,002-25
.450,BUILD,Build bottom head / cone,1.0,Bottom Head,,002-25
.QC4,INSPECTION,QC Inspection - Bottom,0.0,Bottom Head,,002-25
.455,DETAIL,"Lay out bottom head, burn and clean holes",0.0,Bottom Head,,002-25
.460,BUILD,Bevel bottom head,0.0,Bottom Head,,002-25
.465,DETAIL,Set  nozzles in bottom head,0.0,Bottom Head,,002-25
.466,WELD,Weld nozzles in bottom head,0.0,Bottom Head,,002-25
.470,WELD,Install and weld out repads - bottom head,0.0,Bottom Head,,002-25
.475,DETAIL,Install bottom stiffeners,0.0,Bottom Head,,002-25
.477,DETAIL,Cut and fit jacket to bottom head,0.0,Bottom Head,,002-25
.478,WELD,Weld jacket to bottom head,0.0,Bottom Head,,002-25
.479,DETAIL,Install jacket nozzles - bottom head,0.0,Bottom Head,,002-25
.482,BUILD,Install body flange on bottom head,0.0,Bottom Head,,002-25
.483,WELD,Weld body flange on bottom head,0.0,Bottom Head,,002-25
.485,WELD,Dye pen bottom head,0.0,Bottom Head,,002-25
.490,WELD,Grind inside welds smooth - bottom head,0.0,Bottom Head,,002-25
.495,WELD,Polish inside weld seams - bottom head,0.0,Bottom Head,,002-25
.500,BUILD,"Build skirt; prep, roll and tack shells",0.0,Skirt,,002-25
.510,BUILD,Build skirt; fit base ring to shell,0.0,Skirt,,002-25
.515,WELD,Weld skirt shell seams and base ring,0.0,Skirt,,002-25
.520,DETAIL,"Lay out skirt, burn and clean holes",0.0,Skirt,,002-25
.530,DETAIL,Build skirt; fit anchors / gussets,0.0,Skirt,,002-25
.540,DETAIL,Set  nozzles / manway in skirt,0.0,Skirt,,002-25
.545,WELD,"Weld skirt anchors, gussets, nozzles, manways, etc.",0.0,Skirt,,002-25
.580,PRE FAB,Fabricate internal coil supports,0.0,Internal Coils,,002-25
.590,PRE FAB,Fabricate internal coil,0.0,Internal Coils,,002-25
.OI1,INSPECTION,ASME Hold Point,0.0,Build Main Tank and Install Internals,,002-25
.600,BUILD,Fit bottom head to shell,5.0,Build Main Tank and Install Internals,AND WELD,002-25
.605,BUILD,Tack shell courses together,0.0,Build Main Tank and Install Internals,,002-25
.610,WELD,Weld inside round seams,0.0,Build Main Tank and Install Internals,,002-25
.615,BUILD,Install rim angle,2.0,Build Main Tank and Install Internals,,002-25
.616,WELD,Weld rim angle inside and outside,3.0,Build Main Tank and Install Internals,,002-25
.620,DETAIL,"Lay out shell, burn and clean holes",1.0,Build Main Tank and Install Internals,CUT HOLES ON BURN TABLE,002-25
.625,DETAIL,Install baffles and weld,0.0,Build Main Tank and Install Internals,,002-25
.630,DETAIL,"Install internals (wear plates, rings, clips, etc.)",0.0,Build Main Tank and Install Internals,,002-25
.635,DETAIL,Install internal coil and supports,0.0,Build Main Tank and Install Internals,,002-25
.637,WELD,Grind inside welds smooth - shell,0.0,Build Main Tank and Install Internals,,002-25
.638,WELD,Polish inside weld seams - shell,0.0,Build Main Tank and Install Internals,,002-25
.QC5,INSPECTION,Q.C. Inspection - Internal,0.0,Build Main Tank and Install Internals,,002-25
.640,BUILD,Fit top head to shell,0.0,Build Main Tank and Install Internals,,002-25
.641,WELD,Weld top head to shell inside,0.0,Build Main Tank and Install Internals,,002-25
.645,WELD,Weld all outside seams,0.0,Build Main Tank and Install Internals,,002-25
.800,MOVE TANK,Move tank to detail rolls,1.0,Build Main Tank and Install Internals,,002-25
.700,DETAIL,Fit jacket to shell,0.0,Install Nozzles and Externals,,002-25
.705,WELD,Weld jacket to shell,0.0,Install Nozzles and Externals,,002-25
.710,DETAIL,Install jacket nozzles,0.0,Install Nozzles and Externals,,002-25
.711,WELD,Weld jacket nozzles,0.0,Install Nozzles and Externals,,002-25
.715,DETAIL,Install insulation / vacuum rings and weld,0.0,Install Nozzles and Externals,,002-25
.717,DETAIL,Install lift lugs on shell,3.0,Install Nozzles and Externals,INCL. REPADS,002-25
.720,DETAIL,"Fit supports (legs, lugs, anchors, saddles, skirt)",8.0,Install Nozzles and Externals,AND WELD COMPLETE,002-25
.721,WELD,"Weld insulation / vacuum rings, lugs, supports, etc.",0.0,Install Nozzles and Externals,,002-25
.725,DETAIL,Set nozzles & manways in shell,2.0,Install Nozzles and Externals,,002-25
.726,WELD,"Weld shell nozzles, manways, etc.",3.0,Install Nozzles and Externals,,002-25
.730,WELD,Add repads and weld,0.0,Install Nozzles and Externals,,002-25
.735,DETAIL,Install dip pipe supports,0.0,Install Nozzles and Externals,,002-25
.740,DETAIL,Install dip pipes,0.0,Install Nozzles and Externals,,002-25
.745,DETAIL,Install mixer bridge,0.0,Install Nozzles and Externals,,002-25
.750,DETAIL,Fit handrail; install and weld clips,0.0,Install Nozzles and Externals,,002-25
.755,DETAIL,Fit ladder; install and weld clips,0.0,Install Nozzles and Externals,,002-25
.760,DETAIL,"Fit platform; install and weld clips, bracing, etc.",0.0,Install Nozzles and Externals,,002-25
.QC51,INSPECTION,UT Components,0.0,Install Nozzles and Externals,,002-25
.765,FINISHING,Install name tag,1.0,Install Nozzles and Externals,,002-25
.900,FINISHING,Dye pen test,0.0,Install Nozzles and Externals,,002-25
.770,WELD,"Inspect tank, make repairs, get QC inspector",1.0,Install Nozzles and Externals,,002-25
.QC6,INSPECTION,Q.C. Inspection - Fabrication,0.0,Install Nozzles and Externals,,002-25
.OI4,INSPECTION,Customer Inspection,0.0,Install Nozzles and Externals,,002-25
.OI2,INSPECTION,ASME Inspection - Internal,0.0,Install Nozzles and Externals,,002-25
.850,DETAIL,Remove head,0.0,Repairs,,002-25
.855,DETAIL,Remove nozzles,0.0,Repairs,,002-25
.860,DETAIL,Remove jacket,0.0,Repairs,,002-25
.801,MOVE TANK,Move to shop test area,1.0,Test and Clean,,002-25
.900,FINISHING,Dye pen test,0.0,Test and Clean,,002-25
.910,FINISHING,Test tank,3.0,Test and Clean,,002-25
.QC7,INSPECTION,QC Inspection - Test,0.0,Test and Clean,,002-25
.OI3,INSPECTION,ASME Inspection - Test,0.0,Test and Clean,,002-25
.920,FINISHING,Clean tank complete,5.0,Test and Clean,,002-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,Test and Clean,,002-25
.802,MOVE TANK,Move to paint area,0.0,Test and Clean,,002-25
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,Test and Clean,,002-25
.QC90,INSPECTION,QC Inspection - Paint,0.0,Test and Clean,,002-25
.940,FINISHING,Prepare tank for shipment,0.0,Test and Clean,,002-25
.950,FINISHING,Check bill of materials and pack loose parts,0.0,Test and Clean,,002-25
.QC95,INSPECTION,Q.C. Inspection - Final & Loose Items,0.0,Test and Clean,,002-25
.960,FINISHING,Load on truck,1.0,Test and Clean,,002-25
.970,SHIPPING,Take parts to galvanizers,0.0,Test and Clean,,002-25
.971,SHIPPING,Take parts to machine shop,0.0,Test and Clean,,002-25
.972,SHIPPING,Pick up parts from galvanizers,0.0,Test and Clean,,002-25
.973,SHIPPING,Pick up parts from machine shop,0.0,Test and Clean,,002-25
.QC21,INSPECTION,QC Inspection - Components return from subcontractor,0.0,Test and Clean,,002-25
.974,SHIPPING,Deliver tank,0.0,Test and Clean,,002-25
.975,SHIPPING,Deliver misc. parts,0.0,Test and Clean,,002-25
.010,PRE FAB,Receive material,0.0,,,003-24
.QC1,INSPECTION,UT top and bottom heads,0.0,,,003-24
.100,PRE FAB,Cut nozzle pipe and clean,6.0,Nozzles and Manways,,003-24
.105,PRE FAB,Build nozzles and weld,10.0,Nozzles and Manways,,003-24
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",3.0,Nozzles and Manways,,003-24
.110,PRE FAB,Build dip tubes and weld,0.0,Nozzles and Manways,,003-24
.115,PRE FAB,"Make manway parts:  cut clips, form handles, etc.",2.0,Nozzles and Manways,,003-24
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING); Clean and bevel,2.0,Nozzles and Manways,,003-24
.125,PRE FAB,Roll manway neck,2.0,Nozzles and Manways,,003-24
.130,PRE FAB,Set up and weld manway flange and neck seam,4.0,Nozzles and Manways,,003-24
.135,PRE FAB,Build davit arm assembly and cover,3.0,Nozzles and Manways,,003-24
.140,PRE FAB,Build hatch/door,0.0,Nozzles and Manways,,003-24
.145,PRE FAB,Install cladding on flange,0.0,Nozzles and Manways,,003-24
.147,PRE FAB,Install cladding on blind / cover,0.0,Nozzles and Manways,,003-24
.155,PRE FAB,Cut parts on CNC plasma table,15.0,Cut & Prep Parts,BRING IN PLATES & CUT PARTS ON TABLE,003-24
.156,PRE FAB,Clean and prep parts,25.0,Cut & Prep Parts,CLEAN UP PARTS,003-24
.165,PRE FAB,"Build supports (legs, lugs, saddles)",8.0,Supports,,003-24
.170,PRE FAB,Roll repads; drill and tap,0.0,Supports,,003-24
.175,PRE FAB,Build and weld base ring - skirt,0.0,Supports,,003-24
.180,BUILD,"Skirt; bring in plate, square, trim and clean",0.0,Supports,,003-24
.185,BUILD,Roll skirt shells,0.0,Supports,,003-24
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,Misc. Parts,,003-24
.205,PRE FAB,Roll rim angle,0.0,Misc. Parts,,003-24
.210,PRE FAB,Roll insulation rings,0.0,Misc. Parts,,003-24
.215,PRE FAB,Burn and clean baffles (CHECK BEFORE BURNING),0.0,Misc. Parts,,003-24
.220,PRE FAB,Form baffles,0.0,Misc. Parts,,003-24
.225,PRE FAB,Cut and make baffle supports,0.0,Misc. Parts,,003-24
.230,PRE FAB,Build baffles and weld,0.0,Misc. Parts,,003-24
.235,PRE FAB,Build top and bottom stiffeners,0.0,Misc. Parts,,003-24
.240,PRE FAB,Roll/Burn vacuum rings (CHECK BEFORE BURNING),0.0,Misc. Parts,,003-24
.245,PRE FAB,Cut parts for mixer bridge,0.0,Misc. Parts,,003-24
.250,PRE FAB,Roll pipe - internal coil,0.0,Misc. Parts,,003-24
.252,PRE FAB,Fabricate miscellaneous parts,6.0,Misc. Parts,CUT & MITER TOP HEAD NOZZLE SUPPORTS,003-24
.255,PRE FAB,Drill / punch holes,0.0,Misc. Parts,,003-24
.257,PRE FAB,Build Flange,0.0,Misc. Parts,,003-24
.260,PRE FAB,Sandblast parts / plates,0.0,Misc. Parts,,003-24
.261,PRE FAB,"Miscellaneous Fabrication - Braces, Mounting Plates, Cone Outlet Necks",3.0,Misc. Parts,ROLL BANDING FOR NOZZLE OPENINGS IN GRATING,003-24
.262,PRE FAB,"Cut / make parts for ladder (rungs, rails, etc.)",10.0,"Ladders, Handrails and Platforms",,003-24
.265,PRE FAB,Form and roll ladder hoops,4.0,"Ladders, Handrails and Platforms",,003-24
.270,PRE FAB,Build ladder; weld out,40.0,"Ladders, Handrails and Platforms",,003-24
.272,PRE FAB,Cut / make parts for handrail,10.0,"Ladders, Handrails and Platforms",INCL. FOR REST PLATFORM,003-24
.275,PRE FAB,Roll handrail pipe,3.0,"Ladders, Handrails and Platforms",,003-24
.280,PRE FAB,Roll handrail toe plate,1.0,"Ladders, Handrails and Platforms",,003-24
.282,PRE FAB,Build handrail; weld out,30.0,"Ladders, Handrails and Platforms",INCL. FOR REST PLATFORM,003-24
.285,PRE FAB,Cut / make parts for platform,15.0,"Ladders, Handrails and Platforms",,003-24
.290,PRE FAB,Burn grating for platforms; clean and band,10.0,"Ladders, Handrails and Platforms",,003-24
.292,PRE FAB,Build platform; weld out,35.0,"Ladders, Handrails and Platforms",INCL. FOR REST PLATFORM,003-24
.295,PRE FAB,Mount handrail on platform,7.0,"Ladders, Handrails and Platforms",INCL. FOR REST PLATFORM,003-24
.QC2,INSPECTION,QC Inspection - Components prior to shipment to subcontractor,0.0,"Ladders, Handrails and Platforms",,003-24
.300,BUILD,Wrap top and bottom heads,2.0,Shells,,003-24
.QC3,INSPECTION,UT Shells,0.0,Shells,,003-24
.305,BUILD,"Shells; bring in plate, square, trim and clean",8.0,Shells,,003-24
.310,BUILD,Bevel shell plates,8.0,Shells,,003-24
.315,BUILD,"Roll shells, tack and weld inside seams",18.0,Shells,,003-24
.320,BUILD,Set up and weld sides - rectangular tank,0.0,Shells,,003-24
.325,BUILD,Install body flange on shell,0.0,Shells,,003-24
.326,WELD,Weld body flange on shell,0.0,Shells,,003-24
.350,BUILD,Build top head / cone,0.0,Top Head,,003-24
.QC4,INSPECTION,QC Inspection - Top,0.0,Top Head,,003-24
.355,DETAIL,"Lay out top head, burn and clean holes",3.0,Top Head,CUT HOLES ON BURN TABLE,003-24
.360,BUILD,Bevel top head,5.0,Top Head,PREP HOLES FOR FULL PEN WELDS,003-24
.365,DETAIL,Set  nozzles in top head,5.0,Top Head,,003-24
.366,WELD,Weld nozzles in top head,15.0,Top Head,INCL. LIFT LUGS,003-24
.370,WELD,Install and weld out repads - top head,4.0,Top Head,,003-24
.375,DETAIL,Install top stiffeners,7.0,Top Head,INSTALL NOZZLE BRACES,003-24
.380,DETAIL,Build mixer bridge,0.0,Top Head,,003-24
.382,BUILD,Install body flange on top head,0.0,Top Head,,003-24
.383,WELD,Weld body flange on top head,0.0,Top Head,,003-24
.385,WELD,Dye pen top head,0.0,Top Head,,003-24
.390,WELD,Grind inside welds smooth - top head,0.0,Top Head,,003-24
.395,WELD,Polish inside weld seams - top head,0.0,Top Head,,003-24
.450,BUILD,Build bottom head / cone,0.0,Bottom Head,,003-24
.QC4,INSPECTION,QC Inspection - Bottom,0.0,Bottom Head,,003-24
.455,DETAIL,"Lay out bottom head, burn and clean holes",1.0,Bottom Head,ON BURN TABLE,003-24
.460,BUILD,Bevel bottom head,1.0,Bottom Head,PREP HOLE FOR FULL PEN WELD,003-24
.465,DETAIL,Set  nozzles in bottom head,1.0,Bottom Head,,003-24
.466,WELD,Weld nozzles in bottom head,2.0,Bottom Head,,003-24
.470,WELD,Install and weld out repads - bottom head,0.0,Bottom Head,,003-24
.475,DETAIL,Install bottom stiffeners,0.0,Bottom Head,,003-24
.477,DETAIL,Cut and fit jacket to bottom head,0.0,Bottom Head,,003-24
.478,WELD,Weld jacket to bottom head,0.0,Bottom Head,,003-24
.479,DETAIL,Install jacket nozzles - bottom head,0.0,Bottom Head,,003-24
.482,BUILD,Install body flange on bottom head,0.0,Bottom Head,,003-24
.483,WELD,Weld body flange on bottom head,0.0,Bottom Head,,003-24
.485,WELD,Dye pen bottom head,0.0,Bottom Head,,003-24
.490,WELD,Grind inside welds smooth - bottom head,0.0,Bottom Head,,003-24
.495,WELD,Polish inside weld seams - bottom head,0.0,Bottom Head,,003-24
.500,BUILD,"Build skirt; prep, roll and tack shells",0.0,Skirt,,003-24
.510,BUILD,Build skirt; fit base ring to shell,0.0,Skirt,,003-24
.515,WELD,Weld skirt shell seams and base ring,0.0,Skirt,,003-24
.520,DETAIL,"Lay out skirt, burn and clean holes",0.0,Skirt,,003-24
.530,DETAIL,Build skirt; fit anchors / gussets,0.0,Skirt,,003-24
.540,DETAIL,Set  nozzles / manway in skirt,0.0,Skirt,,003-24
.545,WELD,"Weld skirt anchors, gussets, nozzles, manways, etc.",0.0,Skirt,,003-24
.580,PRE FAB,Fabricate internal coil supports,0.0,Internal Coils,,003-24
.590,PRE FAB,Fabricate internal coil,0.0,Internal Coils,,003-24
.OI1,INSPECTION,ASME Hold Point,0.0,Build Main Tank and Install Internals,,003-24
.600,BUILD,Fit bottom head to shell,3.0,Build Main Tank and Install Internals,,003-24
.605,BUILD,Tack shell courses together,7.0,Build Main Tank and Install Internals,,003-24
.610,WELD,Weld inside round seams,10.0,Build Main Tank and Install Internals,,003-24
.615,BUILD,Install rim angle,0.0,Build Main Tank and Install Internals,,003-24
.616,WELD,Weld rim angle inside and outside,0.0,Build Main Tank and Install Internals,,003-24
.620,DETAIL,"Lay out shell, burn and clean holes",6.0,Build Main Tank and Install Internals,PREP HOLES FOR FULL PEN WELDS,003-24
.625,DETAIL,Install baffles and weld,0.0,Build Main Tank and Install Internals,,003-24
.630,DETAIL,"Install internals (wear plates, rings, clips, etc.)",0.0,Build Main Tank and Install Internals,,003-24
.635,DETAIL,Install internal coil and supports,0.0,Build Main Tank and Install Internals,,003-24
.637,WELD,Grind inside welds smooth - shell,0.0,Build Main Tank and Install Internals,,003-24
.638,WELD,Polish inside weld seams - shell,0.0,Build Main Tank and Install Internals,,003-24
.QC5,INSPECTION,Q.C. Inspection - Internal,0.0,Build Main Tank and Install Internals,,003-24
.640,BUILD,Fit top head to shell,4.0,Build Main Tank and Install Internals,,003-24
.641,WELD,Weld top head to shell inside,7.0,Build Main Tank and Install Internals,INCL. HOLE WATCH,003-24
.645,WELD,Weld all outside seams,20.0,Build Main Tank and Install Internals,,003-24
.800,MOVE TANK,Move tank to detail rolls,2.0,Build Main Tank and Install Internals,,003-24
.700,DETAIL,Fit jacket to shell,0.0,Install Nozzles and Externals,,003-24
.705,WELD,Weld jacket to shell,0.0,Install Nozzles and Externals,,003-24
.710,DETAIL,Install jacket nozzles,0.0,Install Nozzles and Externals,,003-24
.711,WELD,Weld jacket nozzles,0.0,Install Nozzles and Externals,,003-24
.715,DETAIL,Install insulation / vacuum rings and weld,45.0,Install Nozzles and Externals,,003-24
